nodename,cellname,pscrambcode,uarfcndownlink,lon,lat,azimuth
HGVY03,HGVY03E,395,10587,105.53516,105.53516,210
HGVY03,HGVY03F,403,10587,105.53516,105.53516,300
HGVY03,HGVY03G,387,10612,105.53516,105.53516,40
HGVY03,HGVY03H,395,10612,105.53516,105.53516,210
HGVY03,HGVY03I,403,10612,105.53516,105.53516,300
HGVY06,HGVY06D,337,10587,105.47731,105.47731,50
HGVY06,HGVY06E,345,10587,105.47731,105.47731,180
HGVY06,HGVY06F,353,10587,105.47731,105.47731,270
HGVY06,HGVY06G,337,10612,105.47731,105.47731,50
HGVY06,HGVY06H,345,10612,105.47731,105.47731,180
HGVY06,HGVY06I,353,10612,105.47731,105.47731,270
HGVY07,HGVY07D,411,10587,105.4954,105.4954,30
HGVY07,HGVY07E,419,10587,105.4954,105.4954,180
HGVY07,HGVY07F,427,10587,105.4954,105.4954,270
HGVY07,HGVY07G,411,10612,105.4954,105.4954,30
HGVY07,HGVY07H,419,10612,105.4954,105.4954,180
HGVY07,HGVY07I,427,10612,105.4954,105.4954,270
HGVY15,HGVY15D,340,10587,105.55785,105.55785,90
HGVY15,HGVY15E,348,10587,105.55785,105.55785,210
HGVY15,HGVY15F,356,10587,105.55785,105.55785,340
HGVY15,HGVY15G,340,10612,105.55785,105.55785,90
HGVY15,HGVY15H,348,10612,105.55785,105.55785,210
HGVY15,HGVY15I,356,10612,105.55785,105.55785,340
HGVY16,HGVY16D,364,10587,105.53546,105.53546,30
HGVY16,HGVY16E,372,10587,105.53546,105.53546,150
HGVY16,HGVY16F,380,10587,105.53546,105.53546,270
HGVY16,HGVY16G,364,10612,105.53546,105.53546,30
HGVY16,HGVY16H,372,10612,105.53546,105.53546,150
HGVY16,HGVY16I,380,10612,105.53546,105.53546,270
HGVY25,HGVY25B,467,10562,105.51836,105.51836,120
HGVY25,HGVY25C,475,10562,105.51836,105.51836,300
HGVY25,HGVY25D,459,10587,105.51836,105.51836,20
HGVY25,HGVY25E,467,10587,105.51836,105.51836,120
HGVY25,HGVY25F,475,10587,105.51836,105.51836,300
HGVY25,HGVY25G,459,10612,105.51836,105.51836,20
HGVY25,HGVY25H,467,10612,105.51836,105.51836,120
HGVY25,HGVY25I,475,10612,105.51836,105.51836,300
HGVY29,HGVY29D,435,10587,105.4892,105.4892,80
HGVY29,HGVY29E,443,10587,105.4892,105.4892,190
HGVY29,HGVY29F,451,10587,105.4892,105.4892,270
HGVY29,HGVY29G,435,10612,105.4892,105.4892,80
HGVY29,HGVY29H,443,10612,105.4892,105.4892,190
HGVY29,HGVY29I,451,10612,105.4892,105.4892,270
HGCA08,HGCA08A,409,10562,105.61647,105.61647,30
HGCA08,HGCA08B,417,10562,105.61647,105.61647,120
HGCA08,HGCA08C,425,10562,105.61647,105.61647,270
HGCA08,HGCA08D,409,10587,105.61647,105.61647,30
HGCA08,HGCA08E,417,10587,105.61647,105.61647,120
HGCA08,HGCA08F,425,10587,105.61647,105.61647,270
HGCA08,HGCA08G,409,10612,105.61647,105.61647,30
HGCA08,HGCA08H,417,10612,105.61647,105.61647,120
HGCA08,HGCA08I,425,10612,105.61647,105.61647,270
HGCT21,HGCT21B,16,10562,105.86452,105.86452,220
HGCT21,HGCT21C,32,10562,105.86452,105.86452,300
HGCT21,HGCT21D,0,10587,105.86452,105.86452,20
HGCT21,HGCT21E,16,10587,105.86452,105.86452,220
HGCT21,HGCT21F,32,10587,105.86452,105.86452,300
HGCT21,HGCT21G,0,10612,105.86452,105.86452,20
HGCT21,HGCT21H,16,10612,105.86452,105.86452,220
HGCT21,HGCT21I,32,10612,105.86452,105.86452,300
HGLM26,HGLM26B,423,10562,105.44062,105.44062,190
HGLM26,HGLM26C,439,10562,105.44062,105.44062,280
HGLM26,HGLM26D,407,10587,105.44062,105.44062,50
HGLM26,HGLM26E,423,10587,105.44062,105.44062,190
HGLM26,HGLM26F,439,10587,105.44062,105.44062,280
HGLM26,HGLM26G,407,10612,105.44062,105.44062,50
HGLM26,HGLM26H,423,10612,105.44062,105.44062,190
HGLM26,HGLM26I,439,10612,105.44062,105.44062,280
HGLM39,HGLM39D,286,10587,105.48561,105.48561,160
HGLM39,HGLM39E,302,10587,105.48561,105.48561,260
HGLM39,HGLM39F,318,10587,105.48561,105.48561,340
HGLM39,HGLM39G,286,10612,105.48561,105.48561,160
HGLM39,HGLM39H,302,10612,105.48561,105.48561,260
HGLM39,HGLM39I,318,10612,105.48561,105.48561,340
HGLM48,HGLM48D,366,10587,105.45824,105.45824,20
HGLM48,HGLM48E,382,10587,105.45824,105.45824,140
HGLM48,HGLM48F,398,10587,105.45824,105.45824,240
HGLM48,HGLM48G,366,10612,105.45824,105.45824,20
HGLM48,HGLM48H,382,10612,105.45824,105.45824,140
HGLM48,HGLM48I,398,10612,105.45824,105.45824,240
HGLY49,HGLY49D,444,10587,105.65994,105.65994,60
HGLY49,HGLY49E,460,10587,105.65994,105.65994,150
HGLY49,HGLY49F,476,10587,105.65994,105.65994,230
HGLY49,HGLY49G,444,10612,105.65994,105.65994,60
HGLY49,HGLY49H,460,10612,105.65994,105.65994,150
HGLY49,HGLY49I,476,10612,105.65994,105.65994,230
HGPH44,HGPH44B,423,10562,105.77436,105.77436,140
HGPH44,HGPH44C,431,10562,105.77436,105.77436,240
HGPH44,HGPH44D,415,10587,105.77436,105.77436,60
HGPH44,HGPH44E,423,10587,105.77436,105.77436,140
HGPH44,HGPH44F,431,10587,105.77436,105.77436,240
HGPH44,HGPH44G,415,10612,105.77436,105.77436,60
HGPH44,HGPH44H,423,10612,105.77436,105.77436,140
HGPH44,HGPH44I,431,10612,105.77436,105.77436,240
HGVT29,HGVT29D,315,10587,105.40749,105.40749,30
HGVT29,HGVT29E,323,10587,105.40749,105.40749,140
HGVT29,HGVT29F,331,10587,105.40749,105.40749,270
HGVT29,HGVT29G,315,10612,105.40749,105.40749,30
HGVT29,HGVT29H,323,10612,105.40749,105.40749,140
HGVT29,HGVT29I,331,10612,105.40749,105.40749,270
HGVY30,HGVY30B,141,10562,105.50019,105.50019,100
HGVY30,HGVY30C,157,10562,105.50019,105.50019,270
HGVY30,HGVY30D,125,10587,105.50019,105.50019,20
HGVY30,HGVY30E,141,10587,105.50019,105.50019,100
HGVY30,HGVY30F,157,10587,105.50019,105.50019,270
HGVY30,HGVY30G,125,10612,105.50019,105.50019,20
HGVY30,HGVY30H,141,10612,105.50019,105.50019,100
HGVY30,HGVY30I,157,10612,105.50019,105.50019,270
HGCA09,HGCA09A,73,10562,105.56899,105.56899,40
HGCA09,HGCA09B,81,10562,105.56899,105.56899,150
HGCA09,HGCA09C,89,10562,105.56899,105.56899,310
HGCA09,HGCA09D,73,10587,105.56899,105.56899,40
HGCA09,HGCA09E,81,10587,105.56899,105.56899,150
HGCA09,HGCA09F,89,10587,105.56899,105.56899,310
HGCA09,HGCA09G,73,10612,105.56899,105.56899,40
HGCA09,HGCA09H,81,10612,105.56899,105.56899,150
HGCA09,HGCA09I,89,10612,105.56899,105.56899,310
HGCA35,HGCA35B,474,10562,105.64202,105.64202,90
HGCA35,HGCA35C,478,10562,105.64202,105.64202,210
HGCA35,HGCA35D,489,10587,105.64202,105.64202,0
HGCA35,HGCA35E,474,10587,105.64202,105.64202,90
HGCA35,HGCA35F,478,10587,105.64202,105.64202,210
HGCA35,HGCA35G,489,10612,105.64202,105.64202,0
HGCA35,HGCA35H,474,10612,105.64202,105.64202,90
HGCA35,HGCA35I,478,10612,105.64202,105.64202,210
HGNB19,HGNB19B,208,10562,105.83554,105.83554,100
HGNB19,HGNB19C,210,10562,105.83554,105.83554,280
HGNB19,HGNB19D,236,10587,105.83554,105.83554,10
HGNB19,HGNB19E,208,10587,105.83554,105.83554,100
HGNB19,HGNB19F,210,10587,105.83554,105.83554,280
HGNB19,HGNB19G,236,10612,105.83554,105.83554,10
HGNB19,HGNB19H,208,10612,105.83554,105.83554,100
HGNB19,HGNB19I,210,10612,105.83554,105.83554,280
HGNB20,HGNB20D,235,10587,105.83849,105.83849,40
HGNB20,HGNB20E,200,10587,105.83849,105.83849,140
HGNB20,HGNB20F,249,10587,105.83849,105.83849,320
HGNB20,HGNB20G,235,10612,105.83849,105.83849,40
HGNB20,HGNB20H,200,10612,105.83849,105.83849,140
HGNB20,HGNB20I,249,10612,105.83849,105.83849,320
HGCT20,HGCT20A,436,10562,105.84106,105.84106,10
HGCT20,HGCT20B,444,10562,105.84106,105.84106,190
HGCT20,HGCT20C,452,10562,105.84106,105.84106,270
HGCT20,HGCT20D,436,10587,105.84106,105.84106,10
HGCT20,HGCT20E,444,10587,105.84106,105.84106,190
HGCT20,HGCT20F,452,10587,105.84106,105.84106,270
HGCT20,HGCT20G,436,10612,105.84106,105.84106,10
HGCT20,HGCT20H,444,10612,105.84106,105.84106,190
HGCT20,HGCT20I,452,10612,105.84106,105.84106,270
HGLM28,HGLM28D,463,10587,105.49025,105.49025,40
HGLM28,HGLM28E,471,10587,105.49025,105.49025,160
HGLM28,HGLM28F,479,10587,105.49025,105.49025,250
HGLM28,HGLM28G,463,10612,105.49025,105.49025,40
HGLM28,HGLM28H,471,10612,105.49025,105.49025,160
HGLM28,HGLM28I,479,10612,105.49025,105.49025,250
HGLM29,HGLM29D,413,10587,105.42723,105.42723,40
HGLM29,HGLM29E,421,10587,105.42723,105.42723,170
HGLM29,HGLM29F,429,10587,105.42723,105.42723,260
HGLM29,HGLM29G,413,10612,105.42723,105.42723,40
HGLM29,HGLM29H,421,10612,105.42723,105.42723,170
HGLM29,HGLM29I,429,10612,105.42723,105.42723,260
HGLM46,HGLM46D,422,10587,105.56052,105.56052,60
HGLM46,HGLM46E,414,10587,105.56052,105.56052,170
HGLM46,HGLM46F,430,10587,105.56052,105.56052,260
HGLM46,HGLM46G,422,10612,105.56052,105.56052,60
HGLM46,HGLM46H,414,10612,105.56052,105.56052,170
HGLM46,HGLM46I,430,10612,105.56052,105.56052,260
HGLY20,HGLY20D,439,10587,105.60286,105.60286,100
HGLY20,HGLY20E,447,10587,105.60286,105.60286,170
HGLY20,HGLY20F,455,10587,105.60286,105.60286,320
HGLY20,HGLY20G,439,10612,105.60286,105.60286,100
HGLY20,HGLY20H,447,10612,105.60286,105.60286,170
HGLY20,HGLY20I,455,10612,105.60286,105.60286,320
HGPH07,HGPH07D,483,10587,105.68792,105.68792,20
HGPH07,HGPH07E,491,10587,105.68792,105.68792,140
HGPH07,HGPH07F,499,10587,105.68792,105.68792,240
HGPH07,HGPH07G,483,10612,105.68792,105.68792,20
HGPH07,HGPH07H,491,10612,105.68792,105.68792,140
HGPH07,HGPH07I,499,10612,105.68792,105.68792,240
HGPH52,HGPH52D,436,10587,105.60745,105.60745,20
HGPH52,HGPH52E,444,10587,105.60745,105.60745,170
HGPH52,HGPH52F,452,10587,105.60745,105.60745,230
HGPH52,HGPH52G,436,10612,105.60745,105.60745,20
HGPH52,HGPH52H,444,10612,105.60745,105.60745,170
HGPH52,HGPH52I,452,10612,105.60745,105.60745,230
HGCA11,HGCA11B,105,10562,105.65602,105.65602,130
HGCA11,HGCA11C,113,10562,105.65602,105.65602,230
HGCA11,HGCA11D,97,10587,105.65602,105.65602,60
HGCA11,HGCA11E,105,10587,105.65602,105.65602,130
HGCA11,HGCA11F,113,10587,105.65602,105.65602,230
HGCA11,HGCA11G,97,10612,105.65602,105.65602,60
HGCA11,HGCA11H,105,10612,105.65602,105.65602,130
HGCA11,HGCA11I,113,10612,105.65602,105.65602,230
HGPH56,HGPH56B,448,10562,105.74835,105.74835,200
HGPH56,HGPH56C,432,10562,105.74835,105.74835,340
HGPH56,HGPH56D,440,10587,105.74835,105.74835,90
HGPH56,HGPH56E,448,10587,105.74835,105.74835,200
HGPH56,HGPH56F,432,10587,105.74835,105.74835,340
HGPH56,HGPH56G,440,10612,105.74835,105.74835,90
HGPH56,HGPH56H,448,10612,105.74835,105.74835,200
HGPH56,HGPH56I,432,10612,105.74835,105.74835,340
HGPH57,HGPH57D,399,10587,105.68932,105.68932,60
HGPH57,HGPH57E,407,10587,105.68932,105.68932,240
HGPH57,HGPH57F,391,10587,105.68932,105.68932,340
HGPH57,HGPH57G,399,10612,105.68932,105.68932,60
HGPH57,HGPH57H,407,10612,105.68932,105.68932,240
HGPH57,HGPH57I,391,10612,105.68932,105.68932,340
HGVT23,HGVT23D,487,10587,105.456,105.456,70
HGVT23,HGVT23E,495,10587,105.456,105.456,140
HGVT23,HGVT23F,503,10587,105.456,105.456,270
HGVT23,HGVT23G,487,10612,105.456,105.456,70
HGVT23,HGVT23H,495,10612,105.456,105.456,140
HGVT23,HGVT23I,503,10612,105.456,105.456,270
HGVY19,HGVY19D,197,10587,105.45602,105.45602,20
HGVY19,HGVY19E,205,10587,105.45602,105.45602,130
HGVY19,HGVY19F,213,10587,105.45602,105.45602,230
HGVY19,HGVY19G,197,10612,105.45602,105.45602,20
HGVY19,HGVY19H,205,10612,105.45602,105.45602,130
HGVY19,HGVY19I,213,10612,105.45602,105.45602,230
HGVY32,HGVY32A,434,10562,105.55058,105.55058,60
HGVY32,HGVY32B,442,10562,105.55058,105.55058,130
HGVY32,HGVY32C,450,10562,105.55058,105.55058,240
HGVY32,HGVY32D,434,10587,105.55058,105.55058,60
HGVY32,HGVY32E,442,10587,105.55058,105.55058,130
HGVY32,HGVY32F,450,10587,105.55058,105.55058,240
HGVY32,HGVY32G,434,10612,105.55058,105.55058,60
HGVY32,HGVY32H,442,10612,105.55058,105.55058,130
HGVY32,HGVY32I,450,10612,105.55058,105.55058,240
HGPH05,HGPH05A,98,10562,105.77764,105.77764,30
HGPH05,HGPH05B,106,10562,105.77764,105.77764,230
HGPH05,HGPH05C,114,10562,105.77764,105.77764,330
HGPH05,HGPH05D,98,10587,105.77764,105.77764,30
HGPH05,HGPH05E,106,10587,105.77764,105.77764,230
HGPH05,HGPH05F,114,10587,105.77764,105.77764,330
HGPH05,HGPH05G,98,10612,105.77764,105.77764,30
HGPH05,HGPH05H,106,10612,105.77764,105.77764,230
HGPH05,HGPH05I,114,10612,105.77764,105.77764,330
HGCA12,HGCA12D,121,10587,105.691173,105.691173,70
HGCA12,HGCA12E,129,10587,105.691173,105.691173,170
HGCA12,HGCA12F,137,10587,105.691173,105.691173,340
HGCA12,HGCA12G,121,10612,105.691173,105.691173,70
HGCA12,HGCA12H,129,10612,105.691173,105.691173,170
HGCA12,HGCA12I,137,10612,105.691173,105.691173,340
HGLM38,HGLM38D,343,10587,105.400126,105.400126,30
HGLM38,HGLM38E,351,10587,105.400126,105.400126,130
HGLM38,HGLM38F,359,10587,105.400126,105.400126,280
HGLM38,HGLM38G,343,10612,105.400126,105.400126,30
HGLM38,HGLM38H,351,10612,105.400126,105.400126,130
HGLM38,HGLM38I,359,10612,105.400126,105.400126,280
HGLY03,HGLY03D,487,10587,105.636499,105.636499,60
HGLY03,HGLY03E,495,10587,105.636499,105.636499,180
HGLY03,HGLY03F,503,10587,105.636499,105.636499,250
HGLY03,HGLY03G,487,10612,105.636499,105.636499,60
HGLY03,HGLY03H,495,10612,105.636499,105.636499,180
HGLY03,HGLY03I,503,10612,105.636499,105.636499,250
HGVY31,HGVY31D,487,10587,105.4998,105.4998,50
HGVY31,HGVY31E,495,10587,105.4998,105.4998,160
HGVY31,HGVY31F,503,10587,105.4998,105.4998,280
HGVY31,HGVY31G,487,10612,105.4998,105.4998,50
HGVY31,HGVY31H,495,10612,105.4998,105.4998,160
HGVY31,HGVY31I,503,10612,105.4998,105.4998,280
HGLM43,HGLM43D,487,10587,105.36903,105.36903,70
HGLM43,HGLM43E,495,10587,105.36903,105.36903,180
HGLM43,HGLM43F,503,10587,105.36903,105.36903,270
HGLM43,HGLM43G,487,10612,105.36903,105.36903,70
HGLM43,HGLM43H,495,10612,105.36903,105.36903,180
HGLM43,HGLM43I,503,10612,105.36903,105.36903,270
HGCA14,HGCA14A,75,10562,105.7355,105.7355,60
HGCA14,HGCA14B,83,10562,105.7355,105.7355,240
HGCA14,HGCA14C,91,10562,105.7355,105.7355,340
HGCA14,HGCA14D,75,10587,105.7355,105.7355,60
HGCA14,HGCA14E,83,10587,105.7355,105.7355,240
HGCA14,HGCA14F,91,10587,105.7355,105.7355,340
HGCA14,HGCA14G,75,10612,105.7355,105.7355,60
HGCA14,HGCA14H,83,10612,105.7355,105.7355,240
HGCA14,HGCA14I,91,10612,105.7355,105.7355,340
HGCA15,HGCA15A,99,10562,105.7336,105.7336,120
HGCA15,HGCA15B,107,10562,105.7336,105.7336,230
HGCA15,HGCA15C,115,10562,105.7336,105.7336,300
HGCA15,HGCA15D,99,10587,105.7336,105.7336,120
HGCA15,HGCA15E,107,10587,105.7336,105.7336,230
HGCA15,HGCA15F,115,10587,105.7336,105.7336,300
HGCA15,HGCA15G,99,10612,105.7336,105.7336,120
HGCA15,HGCA15H,107,10612,105.7336,105.7336,230
HGCA15,HGCA15I,115,10612,105.7336,105.7336,300
HGCA16,HGCA16A,123,10562,105.72024,105.72024,50
HGCA16,HGCA16B,131,10562,105.72024,105.72024,150
HGCA16,HGCA16C,139,10562,105.72024,105.72024,240
HGCA16,HGCA16D,123,10587,105.72024,105.72024,50
HGCA16,HGCA16E,131,10587,105.72024,105.72024,150
HGCA16,HGCA16F,139,10587,105.72024,105.72024,240
HGCA16,HGCA16G,123,10612,105.72024,105.72024,50
HGCA16,HGCA16H,131,10612,105.72024,105.72024,150
HGCA16,HGCA16I,139,10612,105.72024,105.72024,240
HGCA17,HGCA17A,169,10562,105.60489,105.60489,50
HGCA17,HGCA17B,177,10562,105.60489,105.60489,150
HGCA17,HGCA17C,185,10562,105.60489,105.60489,230
HGCA17,HGCA17D,169,10587,105.60489,105.60489,50
HGCA17,HGCA17E,177,10587,105.60489,105.60489,150
HGCA17,HGCA17F,185,10587,105.60489,105.60489,230
HGCA17,HGCA17G,169,10612,105.60489,105.60489,50
HGCA17,HGCA17H,177,10612,105.60489,105.60489,150
HGCA17,HGCA17I,185,10612,105.60489,105.60489,230
HGCT24,HGCT24A,507,10562,105.8804,105.8804,30
HGCT24,HGCT24B,456,10562,105.8804,105.8804,150
HGCT24,HGCT24C,462,10562,105.8804,105.8804,270
HGCT24,HGCT24D,507,10587,105.8804,105.8804,30
HGCT24,HGCT24E,456,10587,105.8804,105.8804,150
HGCT24,HGCT24F,462,10587,105.8804,105.8804,270
HGCT24,HGCT24G,507,10612,105.8804,105.8804,30
HGCT24,HGCT24H,456,10612,105.8804,105.8804,150
HGCT24,HGCT24I,462,10612,105.8804,105.8804,270
HGCT16,HGCT16A,337,10562,105.86246,105.86246,30
HGCT16,HGCT16B,361,10562,105.86246,105.86246,150
HGCT16,HGCT16C,407,10562,105.86246,105.86246,270
HGCT16,HGCT16D,337,10587,105.86246,105.86246,30
HGCT16,HGCT16E,361,10587,105.86246,105.86246,150
HGCT16,HGCT16F,407,10587,105.86246,105.86246,270
HGCT16,HGCT16G,337,10612,105.86246,105.86246,30
HGCT16,HGCT16H,361,10612,105.86246,105.86246,150
HGCT16,HGCT16I,407,10612,105.86246,105.86246,270
HGCT11,HGCT11A,508,10562,105.84499,105.84499,10
HGCT11,HGCT11B,510,10562,105.84499,105.84499,110
HGCT11,HGCT11C,505,10562,105.84499,105.84499,200
HGCT11,HGCT11D,508,10587,105.84499,105.84499,10
HGCT11,HGCT11E,510,10587,105.84499,105.84499,110
HGCT11,HGCT11F,505,10587,105.84499,105.84499,200
HGCT11,HGCT11G,508,10612,105.84499,105.84499,10
HGCT11,HGCT11H,510,10612,105.84499,105.84499,110
HGCT11,HGCT11I,505,10612,105.84499,105.84499,200
HGCT14,HGCT14A,485,10562,105.83675,105.83675,30
HGCT14,HGCT14B,353,10562,105.83675,105.83675,150
HGCT14,HGCT14C,345,10562,105.83675,105.83675,270
HGCT14,HGCT14D,485,10587,105.83675,105.83675,30
HGCT14,HGCT14E,353,10587,105.83675,105.83675,150
HGCT14,HGCT14F,345,10587,105.83675,105.83675,270
HGCT14,HGCT14G,485,10612,105.83675,105.83675,30
HGCT14,HGCT14H,353,10612,105.83675,105.83675,150
HGCT14,HGCT14I,345,10612,105.83675,105.83675,270
HGCT19,HGCT19A,466,10562,105.83009,105.83009,50
HGCT19,HGCT19B,470,10562,105.83009,105.83009,150
HGCT19,HGCT19C,369,10562,105.83009,105.83009,270
HGCT19,HGCT19D,466,10587,105.83009,105.83009,50
HGCT19,HGCT19E,470,10587,105.83009,105.83009,150
HGCT19,HGCT19F,369,10587,105.83009,105.83009,270
HGCT19,HGCT19G,466,10612,105.83009,105.83009,50
HGCT19,HGCT19H,470,10612,105.83009,105.83009,150
HGCT19,HGCT19I,369,10612,105.83009,105.83009,270
HGNB16,HGNB16A,284,10562,105.81701,105.81701,60
HGNB16,HGNB16B,276,10562,105.81701,105.81701,220
HGNB16,HGNB16C,268,10562,105.81701,105.81701,300
HGNB16,HGNB16D,284,10587,105.81701,105.81701,60
HGNB16,HGNB16E,276,10587,105.81701,105.81701,220
HGNB16,HGNB16F,268,10587,105.81701,105.81701,300
HGNB16,HGNB16G,284,10612,105.81701,105.81701,60
HGNB16,HGNB16H,276,10612,105.81701,105.81701,220
HGNB16,HGNB16I,268,10612,105.81701,105.81701,300
HGNB02,HGNB02D,201,10587,105.81728,105.81728,30
HGNB02,HGNB02E,245,10587,105.81728,105.81728,150
HGNB02,HGNB02F,237,10587,105.81728,105.81728,270
HGNB02,HGNB02G,201,10612,105.81728,105.81728,30
HGNB02,HGNB02H,245,10612,105.81728,105.81728,150
HGNB02,HGNB02I,237,10612,105.81728,105.81728,270
HGNB11,HGNB11D,213,10587,105.809218,105.809218,30
HGNB11,HGNB11E,209,10587,105.809218,105.809218,120
HGNB11,HGNB11F,205,10587,105.809218,105.809218,270
HGNB11,HGNB11G,213,10612,105.809218,105.809218,30
HGNB11,HGNB11H,209,10612,105.809218,105.809218,120
HGNB11,HGNB11I,205,10612,105.809218,105.809218,270
HGNB14,HGNB14D,233,10587,105.78723,105.78723,20
HGNB14,HGNB14E,225,10587,105.78723,105.78723,150
HGNB14,HGNB14F,217,10587,105.78723,105.78723,320
HGNB14,HGNB14G,233,10612,105.78723,105.78723,20
HGNB14,HGNB14H,225,10612,105.78723,105.78723,150
HGNB14,HGNB14I,217,10612,105.78723,105.78723,320
HGCT17,HGCT17A,496,10562,105.78802,105.78802,90
HGCT17,HGCT17B,500,10562,105.78802,105.78802,160
HGCT17,HGCT17C,377,10562,105.78802,105.78802,255
HGCT17,HGCT17D,496,10587,105.78802,105.78802,90
HGCT17,HGCT17E,500,10587,105.78802,105.78802,160
HGCT17,HGCT17F,377,10587,105.78802,105.78802,255
HGCT17,HGCT17G,496,10612,105.78802,105.78802,90
HGCT17,HGCT17H,500,10612,105.78802,105.78802,160
HGCT17,HGCT17I,377,10612,105.78802,105.78802,255
HGCA18,HGCA18A,193,10562,105.58419,105.58419,40
HGCA18,HGCA18B,201,10562,105.58419,105.58419,130
HGCA18,HGCA18C,209,10562,105.58419,105.58419,230
HGCA18,HGCA18D,193,10587,105.58419,105.58419,40
HGCA18,HGCA18E,201,10587,105.58419,105.58419,130
HGCA18,HGCA18F,209,10587,105.58419,105.58419,230
HGCA18,HGCA18G,193,10612,105.58419,105.58419,40
HGCA18,HGCA18H,201,10612,105.58419,105.58419,130
HGCA18,HGCA18I,209,10612,105.58419,105.58419,230
HGCT22,HGCT22D,480,10587,105.78141,105.78141,30
HGCT22,HGCT22E,486,10587,105.78141,105.78141,150
HGCT22,HGCT22F,484,10587,105.78141,105.78141,270
HGCT22,HGCT22G,480,10612,105.78141,105.78141,30
HGCT22,HGCT22H,486,10612,105.78141,105.78141,150
HGCT22,HGCT22I,484,10612,105.78141,105.78141,270
HGPH58,HGPH58A,354,10562,105.76039,105.76039,50
HGPH58,HGPH58B,346,10562,105.76039,105.76039,190
HGPH58,HGPH58C,338,10562,105.76039,105.76039,250
HGPH58,HGPH58D,354,10587,105.76039,105.76039,50
HGPH58,HGPH58E,346,10587,105.76039,105.76039,190
HGPH58,HGPH58F,338,10587,105.76039,105.76039,250
HGPH58,HGPH58G,354,10612,105.76039,105.76039,50
HGPH58,HGPH58H,346,10612,105.76039,105.76039,190
HGPH58,HGPH58I,338,10612,105.76039,105.76039,250
HGPH60,HGPH60A,465,10562,105.75161,105.75161,150
HGPH60,HGPH60B,469,10562,105.75161,105.75161,240
HGPH60,HGPH60C,467,10562,105.75161,105.75161,340
HGPH60,HGPH60D,465,10587,105.75161,105.75161,150
HGPH60,HGPH60E,469,10587,105.75161,105.75161,240
HGPH60,HGPH60F,467,10587,105.75161,105.75161,340
HGPH60,HGPH60G,465,10612,105.75161,105.75161,150
HGPH60,HGPH60H,469,10612,105.75161,105.75161,240
HGPH60,HGPH60I,467,10612,105.75161,105.75161,340
HGPH39,HGPH39A,476,10562,105.73893,105.73893,40
HGPH39,HGPH39B,472,10562,105.73893,105.73893,150
HGPH39,HGPH39C,479,10562,105.73893,105.73893,210
HGPH39,HGPH39D,476,10587,105.73893,105.73893,40
HGPH39,HGPH39E,472,10587,105.73893,105.73893,150
HGPH39,HGPH39F,479,10587,105.73893,105.73893,210
HGPH39,HGPH39G,476,10612,105.73893,105.73893,40
HGPH39,HGPH39H,472,10612,105.73893,105.73893,150
HGPH39,HGPH39I,479,10612,105.73893,105.73893,210
HGPH29,HGPH29D,13,10587,105.73362,105.73362,90
HGPH29,HGPH29E,5,10587,105.73362,105.73362,160
HGPH29,HGPH29F,21,10587,105.73362,105.73362,330
HGPH29,HGPH29G,13,10612,105.73362,105.73362,90
HGPH29,HGPH29H,5,10612,105.73362,105.73362,160
HGPH29,HGPH29I,21,10612,105.73362,105.73362,330
HGPH53,HGPH53A,244,10562,105.73322,105.73322,60
HGPH53,HGPH53B,238,10562,105.73322,105.73322,230
HGPH53,HGPH53C,235,10562,105.73322,105.73322,330
HGPH53,HGPH53D,244,10587,105.73322,105.73322,60
HGPH53,HGPH53E,238,10587,105.73322,105.73322,230
HGPH53,HGPH53F,235,10587,105.73322,105.73322,330
HGPH53,HGPH53G,244,10612,105.73322,105.73322,60
HGPH53,HGPH53H,238,10612,105.73322,105.73322,230
HGPH53,HGPH53I,235,10612,105.73322,105.73322,330
HGPH13,HGPH13A,153,10562,105.73296,105.73296,60
HGPH13,HGPH13B,145,10562,105.73296,105.73296,150
HGPH13,HGPH13C,117,10562,105.73296,105.73296,270
HGPH13,HGPH13D,153,10587,105.73296,105.73296,60
HGPH13,HGPH13E,145,10587,105.73296,105.73296,150
HGPH13,HGPH13F,117,10587,105.73296,105.73296,270
HGPH13,HGPH13G,153,10612,105.73296,105.73296,60
HGPH13,HGPH13H,145,10612,105.73296,105.73296,150
HGPH13,HGPH13I,117,10612,105.73296,105.73296,270
HGPH45,HGPH45D,91,10587,105.73139,105.73139,10
HGPH45,HGPH45E,83,10587,105.73139,105.73139,140
HGPH45,HGPH45F,75,10587,105.73139,105.73139,250
HGPH45,HGPH45G,91,10612,105.73139,105.73139,10
HGPH45,HGPH45H,83,10612,105.73139,105.73139,140
HGPH45,HGPH45I,75,10612,105.73139,105.73139,250
HGPH55,HGPH55A,246,10562,105.72205,105.72205,30
HGPH55,HGPH55B,254,10562,105.72205,105.72205,150
HGPH55,HGPH55C,262,10562,105.72205,105.72205,270
HGPH55,HGPH55D,246,10587,105.72205,105.72205,30
HGPH55,HGPH55E,254,10587,105.72205,105.72205,150
HGPH55,HGPH55F,262,10587,105.72205,105.72205,270
HGPH55,HGPH55G,246,10612,105.72205,105.72205,30
HGPH55,HGPH55H,254,10612,105.72205,105.72205,150
HGPH55,HGPH55I,262,10612,105.72205,105.72205,270
HGCA24,HGCA24B,502,10562,105.70235,105.70235,140
